
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   __mag,_comp |   mavar,__deg |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __L/D,ratio |   ___cl,total |   ___cd,total |   wing1,_lift |   wing1,_lift |   wing2,_lift |   wing2,_lift |   hstab,_lift |   hstab,_lift |   vstb1,_lift |   vstb2,_lift | 
    693.28943 |     681.58765 |     681.58765 |       0.00000 |      20.76278 |      15.76278 |     299.93591 |      -0.00001 |       0.00012 |       0.00011 |       0.00011 |      -0.00001 |       0.00013 |       0.00013 |       2.28685 |      -0.20238 |     118.16068 |     131.07776 |     131.01675 |      12.91708 |      92.28686 |       0.20222 |     180.00000 |      -0.33723 |      -0.00000 |      -0.13519 |      -2.13449 |      15.78891 |      -0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    694.28955 |     682.58612 |     682.58612 |       0.00000 |      20.76309 |      15.76309 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00002 |       0.00002 |       2.28610 |      -0.20232 |     118.16070 |     131.07777 |     131.01675 |      12.91708 |     -87.71388 |      -0.20216 |     180.00000 |       0.05631 |      -0.00000 |      -0.11571 |    -281.15988 |    2429.85449 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    695.29010 |     683.59784 |     683.59784 |       0.00000 |      20.76339 |      15.76339 |     299.93591 |      -0.00001 |       0.00007 |       0.00007 |       0.00007 |      -0.00001 |       0.00008 |       0.00008 |       2.28708 |      -0.20286 |     118.16070 |     131.07777 |     131.01682 |      12.91708 |      92.28709 |       0.20270 |     180.00000 |      -0.20178 |      -0.00000 |      -0.28207 |      -6.81910 |      24.17502 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    696.29260 |     684.58850 |     684.58850 |       0.00000 |      20.76370 |      15.76370 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00001 |       0.00001 |       2.28618 |      -0.20222 |     118.16070 |     131.07777 |     131.01682 |      12.91708 |     -87.71381 |      -0.20206 |     180.00000 |       0.01378 |      -0.00000 |      -0.21043 |   -8715.83008 |   41419.20703 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    697.28967 |     685.58636 |     685.58636 |       0.00000 |      20.76400 |      15.76400 |     299.93591 |      -0.00001 |       0.00005 |       0.00005 |       0.00005 |      -0.00001 |       0.00005 |       0.00005 |       2.28643 |      -0.20220 |     118.16070 |     131.07777 |     131.01682 |      12.91708 |     -87.71355 |      -0.20204 |     180.00000 |       0.13760 |      -0.00000 |      -0.25795 |      26.44347 |    -102.51434 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    698.28986 |     686.58679 |     686.58679 |       0.00000 |      20.76431 |      15.76431 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00002 |       0.00002 |       2.28661 |      -0.20225 |     118.16070 |     131.07777 |     131.01682 |      12.91708 |      92.28661 |       0.20209 |     180.00000 |      -0.04806 |      -0.00000 |      -0.44520 |     -89.83813 |     201.79063 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    699.30591 |     687.63989 |     687.63989 |       0.00000 |      20.76466 |      15.76466 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28631 |      -0.20232 |     118.16071 |     131.07779 |     131.01682 |      12.91708 |      92.28632 |       0.20215 |     180.00000 |      -0.02307 |      -0.00000 |       0.19943 |       9.62080 |      48.24123 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    700.29956 |     688.60876 |     688.60876 |       0.00000 |      20.76499 |      15.76499 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28658 |      -0.20237 |     118.16071 |     131.07779 |     131.01682 |      12.91708 |     -87.71339 |      -0.20220 |     180.00000 |       0.07829 |      -0.00000 |      -0.12691 |     -66.33411 |     522.70026 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    701.29071 |     689.59045 |     689.59045 |       0.00000 |      20.76529 |      15.76528 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00004 |       0.00004 |       2.28626 |      -0.20228 |     118.16071 |     131.07779 |     131.01682 |      12.91708 |     -87.71372 |      -0.20212 |     180.00000 |       0.09700 |      -0.00000 |      -0.18742 |     -49.23814 |     262.71661 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    702.29047 |     690.58643 |     690.58643 |       0.00000 |      20.76559 |      15.76560 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00000 |       0.00000 |       2.28649 |      -0.20229 |     118.16071 |     131.07779 |     131.01682 |      12.91708 |      92.28650 |       0.20213 |     180.00000 |      -0.00306 |      -0.00000 |      -0.10873 | -100313.36719 |  922633.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    703.30249 |     691.64105 |     691.64105 |       0.00000 |      20.76592 |      15.76592 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28629 |      -0.20228 |     118.16074 |     131.07782 |     131.01682 |      12.91708 |     -87.71369 |      -0.20212 |     180.00000 |       0.01721 |      -0.00000 |      -0.01924 |      -0.73630 |      38.26253 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      -0.00000 |      -0.00000 | 
    704.28967 |     692.58667 |     692.58667 |       0.00000 |      20.76623 |      15.76623 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28641 |      -0.20232 |     118.16074 |     131.07782 |     131.01682 |      12.91708 |     -87.71357 |      -0.20216 |     180.00000 |       0.02949 |      -0.00000 |      -0.39020 |    -255.05420 |     653.64514 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    705.28961 |     693.58661 |     693.58661 |       0.00000 |      20.76653 |      15.76653 |     299.93591 |      -0.00001 |       0.00003 |       0.00002 |       0.00002 |      -0.00001 |       0.00003 |       0.00003 |       2.28643 |      -0.20235 |     118.16072 |     131.07780 |     131.01682 |      12.91708 |      92.28644 |       0.20219 |     180.00000 |      -0.07216 |      -0.00000 |      -0.20265 |      59.97190 |    -295.93756 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    706.29108 |     694.58704 |     694.58704 |       0.00000 |      20.76685 |      15.76685 |     299.93591 |      -0.00001 |       0.00006 |       0.00006 |       0.00006 |      -0.00001 |       0.00006 |       0.00006 |       2.28656 |      -0.20251 |     118.16074 |     131.07782 |     131.01688 |      12.91708 |     -87.71342 |      -0.20235 |     180.00000 |       0.16439 |      -0.00000 |      -0.33354 |     -22.04282 |      66.08704 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    707.28955 |     695.58649 |     695.58649 |       0.00000 |      20.76716 |      15.76716 |     299.93591 |      -0.00001 |       0.00006 |       0.00006 |       0.00006 |      -0.00001 |       0.00007 |       0.00007 |       2.28673 |      -0.20229 |     118.16075 |     131.07784 |     131.01688 |      12.91708 |      92.28674 |       0.20213 |     180.00000 |      -0.16666 |      -0.00000 |      -0.38502 |     -11.63109 |      30.20915 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    708.28119 |     696.57721 |     696.57721 |       0.00000 |      20.76747 |      15.76747 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00000 |       0.00000 |       2.28640 |      -0.20229 |     118.16075 |     131.07784 |     131.01688 |      12.91708 |     -87.71358 |      -0.20213 |     180.00000 |       0.01147 |      -0.00000 |      -0.19698 |  -11583.16309 |   58805.19531 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    709.27954 |     697.57660 |     697.57660 |       0.00000 |      20.76780 |      15.76780 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00003 |       0.00003 |       2.28678 |      -0.20230 |     118.16075 |     131.07784 |     131.01688 |      12.91708 |     -87.71320 |      -0.20214 |     180.00000 |       0.06708 |      -0.00000 |      -0.31038 |      81.69164 |    -263.19855 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    710.28101 |     698.57800 |     698.57800 |       0.00000 |      20.76810 |      15.76810 |     299.93591 |      -0.00001 |       0.00003 |       0.00002 |       0.00002 |      -0.00001 |       0.00003 |       0.00003 |       2.28631 |      -0.20231 |     118.16075 |     131.07784 |     131.01688 |      12.91708 |      92.28632 |       0.20215 |     180.00000 |      -0.07231 |      -0.00000 |      -0.40178 |     101.79368 |    -253.35439 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    711.27960 |     699.57684 |     699.57684 |       0.00000 |      20.76839 |      15.76839 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00002 |       0.00002 |       2.28629 |      -0.20237 |     118.16077 |     131.07785 |     131.01688 |      12.91708 |     -87.71368 |      -0.20220 |     180.00000 |       0.04043 |      -0.00000 |      -0.43563 |    -246.14207 |     565.02850 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    712.28394 |     700.56604 |     700.56604 |       0.00000 |      20.76869 |      15.76869 |     299.93591 |      -0.00001 |       0.00007 |       0.00007 |       0.00007 |      -0.00001 |       0.00008 |       0.00008 |       2.28713 |      -0.20226 |     118.16077 |     131.07785 |     131.01688 |      12.91708 |     -87.71284 |      -0.20210 |     180.00000 |       0.19663 |      -0.00000 |      -0.19517 |      16.36074 |     -83.82997 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    713.28009 |     701.57947 |     701.57947 |       0.00000 |      20.76900 |      15.76900 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28666 |      -0.20224 |     118.16079 |     131.07787 |     131.01688 |      12.91708 |      92.28667 |       0.20208 |     180.00000 |      -0.08865 |      -0.00000 |      -0.25492 |     -44.83878 |     175.89581 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    714.27954 |     702.57709 |     702.57709 |       0.00000 |      20.76930 |      15.76930 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00000 |       0.00000 |       2.28610 |      -0.20229 |     118.16080 |     131.07788 |     131.01688 |      12.91708 |     -87.71388 |      -0.20213 |     180.00000 |       0.01261 |      -0.00000 |      -0.12982 |   -7604.42725 |   58577.05078 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    715.27393 |     703.56018 |     703.56018 |       0.00000 |      20.76961 |      15.76961 |     299.93591 |      -0.00001 |       0.00006 |       0.00005 |       0.00005 |      -0.00001 |       0.00006 |       0.00006 |       2.28642 |      -0.20230 |     118.16082 |     131.07790 |     131.01688 |      12.91708 |     -87.71355 |      -0.20214 |     180.00000 |       0.15603 |      -0.00000 |      -0.55520 |      -9.82634 |      17.69862 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    716.29565 |     704.63531 |     704.63531 |       0.00000 |      20.76995 |      15.76995 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00003 |       0.00003 |       2.28660 |      -0.20240 |     118.16082 |     131.07790 |     131.01688 |      12.91708 |     -87.71339 |      -0.20224 |     180.00000 |       0.06717 |      -0.00000 |      -0.06376 |      -6.76022 |     106.02019 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    717.27960 |     705.57678 |     705.57678 |       0.00000 |      20.77024 |      15.77024 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00000 |       0.00000 |       2.28626 |      -0.20240 |     118.16084 |     131.07791 |     131.01688 |      12.91708 |     -87.71372 |      -0.20224 |     180.00000 |       0.00945 |      -0.00000 |      -0.09955 |   -9980.96875 |  100262.22656 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    718.27948 |     706.57709 |     706.57709 |       0.00000 |      20.77054 |      15.77054 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28675 |      -0.20239 |     118.16084 |     131.07791 |     131.01688 |      12.91708 |     -87.71323 |      -0.20223 |     180.00000 |       0.02084 |      -0.00000 |      -0.20951 |     748.99847 |   -3574.92065 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    719.27966 |     707.57684 |     707.57684 |       0.00000 |      20.77086 |      15.77086 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28652 |      -0.20095 |     118.16084 |     131.07791 |     131.01692 |      12.91708 |      92.28653 |       0.20079 |     180.00000 |      -0.08351 |      -0.00000 |      -0.25411 |     -21.54813 |      84.79806 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    720.28027 |     708.49500 |     708.49500 |       0.00000 |      20.77115 |      15.77116 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00002 |       0.00002 |       2.28659 |      -0.20230 |     118.16082 |     131.07790 |     131.01695 |      12.91708 |      92.28660 |       0.20214 |     180.00000 |      -0.05267 |      -0.00000 |       0.44022 |      16.01549 |      36.38047 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 |      -0.00000 |      -0.00000 | 
    721.28436 |     709.50079 |     709.50079 |       0.00000 |      20.77148 |      15.77148 |     299.93591 |      -0.00001 |       0.00007 |       0.00007 |       0.00007 |      -0.00001 |       0.00008 |       0.00008 |       2.28679 |      -0.20243 |     118.16079 |     131.07787 |     131.01695 |      12.91708 |     -87.71319 |      -0.20227 |     180.00000 |       0.19496 |      -0.00000 |      -0.15108 |      -6.31577 |      41.80479 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    722.27972 |     710.50427 |     710.50427 |       0.00000 |      20.77176 |      15.77176 |     299.93591 |      -0.00001 |       0.00008 |       0.00008 |       0.00008 |      -0.00001 |       0.00009 |       0.00009 |       2.28677 |      -0.20245 |     118.16082 |     131.07790 |     131.01695 |      12.91708 |      92.28678 |       0.20229 |     180.00000 |      -0.24029 |      -0.00000 |      16.14975 |       2.56285 |       0.15869 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    723.29224 |     711.55206 |     711.55206 |       0.00000 |      20.77210 |      15.77210 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28746 |      -0.20246 |     118.16082 |     131.07790 |     131.01695 |      12.91708 |      92.28747 |       0.20230 |     180.00000 |      -0.07521 |      -0.00000 |      -0.11220 |     -18.64372 |     166.16840 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    724.27222 |     712.49872 |     712.49872 |       0.00000 |      20.77241 |      15.77241 |     299.93591 |      -0.00001 |       0.00005 |       0.00005 |       0.00005 |      -0.00001 |       0.00006 |       0.00006 |       2.28638 |      -0.20232 |     118.16084 |     131.07793 |     131.01695 |      12.91708 |     -87.71361 |      -0.20216 |     180.00000 |       0.15407 |      -0.00000 |      -0.25003 |     -10.94497 |      43.77503 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    725.27136 |     713.48657 |     713.48657 |       0.00000 |      20.77270 |      15.77270 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00004 |       0.00004 |       2.28653 |      -0.20229 |     118.16087 |     131.07796 |     131.01695 |      12.91708 |      92.28654 |       0.20213 |     180.00000 |      -0.10600 |      -0.00000 |      -0.74348 |      39.29581 |     -52.85371 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    726.26990 |     714.48602 |     714.48602 |       0.00000 |      20.77301 |      15.77301 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28635 |      -0.20227 |     118.16090 |     131.07797 |     131.01695 |      12.91708 |     -87.71363 |      -0.20211 |     180.00000 |       0.08852 |      -0.00000 |      -0.38839 |     -34.80349 |      89.61079 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    727.27979 |     715.49695 |     715.49695 |       0.00000 |      20.77332 |      15.77332 |     299.93591 |      -0.00001 |       0.00002 |       0.00002 |       0.00002 |      -0.00001 |       0.00002 |       0.00002 |       2.28669 |      -0.20230 |     118.16089 |     131.07797 |     131.01695 |      12.91708 |      92.28670 |       0.20214 |     180.00000 |      -0.05886 |      -0.00000 |      -0.06501 |    -152.65176 |    2348.05127 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    728.27985 |     716.49628 |     716.49628 |       0.00000 |      20.77364 |      15.77364 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00004 |       0.00004 |       2.28647 |      -0.20236 |     118.16090 |     131.07797 |     131.01695 |      12.91708 |      92.28648 |       0.20220 |     180.00000 |      -0.10764 |      -0.00000 |      -0.30414 |      31.86365 |    -104.76519 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    729.28278 |     717.48438 |     717.48438 |       0.00000 |      20.77396 |      15.77396 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28633 |      -0.20239 |     118.16089 |     131.07797 |     131.01695 |      12.91708 |     -87.71365 |      -0.20223 |     180.00000 |       0.02955 |      -0.00000 |      -0.09092 |    -996.40607 |   10958.60059 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    730.27948 |     718.49591 |     718.49591 |       0.00000 |      20.77428 |      15.77428 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00004 |       0.00004 |       2.28689 |      -0.20264 |     118.16090 |     131.07797 |     131.01701 |      12.91708 |     -87.71310 |      -0.20248 |     180.00000 |       0.10327 |      -0.00000 |      -0.65497 |      62.31845 |     -95.14690 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    731.28094 |     719.49585 |     719.49585 |       0.00000 |      20.77460 |      15.77460 |     299.93591 |      -0.00001 |       0.00006 |       0.00005 |       0.00005 |      -0.00001 |       0.00006 |       0.00006 |       2.28672 |      -0.20246 |     118.16091 |     131.07799 |     131.01701 |      12.91708 |      92.28673 |       0.20230 |     180.00000 |      -0.15910 |      -0.00000 |      -0.46566 |     -11.87186 |      25.49452 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    732.28009 |     720.49524 |     720.49524 |       0.00000 |      20.77491 |      15.77491 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00005 |       0.00005 |       2.28631 |      -0.20232 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71368 |      -0.20216 |     180.00000 |       0.11677 |      -0.00000 |      -0.19029 |     -84.77435 |     445.50092 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    733.27960 |     721.49567 |     721.49567 |       0.00000 |      20.77522 |      15.77522 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00005 |       0.00005 |       2.28664 |      -0.20237 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71334 |      -0.20221 |     180.00000 |       0.12310 |      -0.00000 |      -0.32977 |      32.84778 |     -99.60767 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    734.27942 |     722.49536 |     722.49536 |       0.00000 |      20.77554 |      15.77554 |     299.93591 |      -0.00001 |       0.00007 |       0.00007 |       0.00007 |      -0.00001 |       0.00008 |       0.00008 |       2.28680 |      -0.20245 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |      92.28680 |       0.20229 |     180.00000 |      -0.19851 |      -0.00000 |      -0.34072 |      -4.99274 |      14.65370 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    735.27972 |     723.49542 |     723.49542 |       0.00000 |      20.77585 |      15.77585 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28649 |      -0.20236 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71349 |      -0.20220 |     180.00000 |       0.02663 |      -0.00000 |      -0.42842 |    -356.44125 |     831.98749 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    736.27997 |     724.49579 |     724.49579 |       0.00000 |      20.77616 |      15.77616 |     299.93591 |      -0.00001 |       0.00000 |       0.00000 |       0.00000 |      -0.00001 |       0.00000 |       0.00000 |       2.28685 |      -0.20230 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71313 |      -0.20214 |     180.00000 |       0.00392 |      -0.00000 |      -0.09577 |   49392.19531 | -515753.59375 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    737.28217 |     725.49744 |     725.49744 |       0.00000 |      20.77647 |      15.77647 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00003 |       0.00003 |       2.28645 |      -0.20238 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71354 |      -0.20222 |     180.00000 |       0.08681 |      -0.00000 |      -0.09879 |    -112.58469 |    1139.64709 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    738.28082 |     726.49579 |     726.49579 |       0.00000 |      20.77679 |      15.77679 |     299.93591 |      -0.00001 |       0.00004 |       0.00004 |       0.00004 |      -0.00001 |       0.00005 |       0.00005 |       2.28675 |      -0.20239 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |     -87.71323 |      -0.20223 |     180.00000 |       0.11958 |      -0.00000 |      -0.21805 |      21.69024 |     -99.47372 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    739.27966 |     727.50238 |     727.50238 |       0.00000 |      20.77711 |      15.77711 |     299.93591 |      -0.00001 |       0.00006 |       0.00006 |       0.00006 |      -0.00001 |       0.00007 |       0.00007 |       2.28667 |      -0.20241 |     118.16093 |     131.07800 |     131.01701 |      12.91708 |      92.28667 |       0.20225 |     180.00000 |      -0.18063 |      -0.00000 |      -0.45318 |       3.31226 |      -7.30894 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    740.27954 |     728.49573 |     728.49573 |       0.00000 |      20.77741 |      15.77741 |     299.93591 |      -0.00001 |       0.00003 |       0.00003 |       0.00003 |      -0.00001 |       0.00004 |       0.00004 |       2.28703 |      -0.20257 |     118.16096 |     131.07803 |     131.01707 |      12.91708 |     -87.71296 |      -0.20241 |     180.00000 |       0.09571 |      -0.00000 |      -0.66155 |      69.09037 |    -104.43667 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |       0.00000 |       0.00000 | 
    741.27972 |     729.49591 |     729.49591 |       0.00000 |      20.77771 |      15.77771 |     299.93591 |      -0.00001 |       0.00008 |       0.00008 |       0.00008 |      -0.00001 |       0.00009 |       0.00009 |       2.28659 |      -0.20232 |     118.16096 |     131.07805 |     131.01707 |      12.91708 |      92.28660 |       0.20215 |     180.00000 |      -0.22359 |      -0.00000 |      -0.85422 |      13.29542 |     -15.56436 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    742.27966 |     730.49579 |     730.49579 |       0.00000 |      20.77804 |      15.77804 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28639 |      -0.20231 |     118.16096 |     131.07805 |     131.01707 |      12.91708 |     -87.71359 |      -0.20215 |     180.00000 |       0.03767 |      -0.00000 |      -0.58910 |    -221.23311 |     375.54333 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
    743.28052 |     731.49884 |     731.49884 |       0.00000 |      20.77835 |      15.77835 |     299.93591 |      -0.00001 |       0.00001 |       0.00001 |       0.00001 |      -0.00001 |       0.00001 |       0.00001 |       2.28675 |      -0.20226 |     118.16096 |     131.07805 |     131.01707 |      12.91708 |     -87.71323 |      -0.20210 |     180.00000 |       0.02328 |      -0.00000 |      -0.13361 |    2358.22095 |  -17650.06641 |      -0.00000 |       0.00000 |      -0.00000 |       0.00000 |      -0.00000 |      -0.00000 |      -0.00000 |      -0.00000 | 
